event_type,src_ip_type,dst_port,protocol,alert_severity,alert_signature,failed_attempts,session_duration,bytes_sent,is_cloud_asset,label
ids,internal,53,tcp,low,normal,2,323,1761,0,0
cloud,internal,22,tcp,low,normal,1,791,7218,0,0
auth,internal,22,udp,low,normal,1,803,4929,0,0
cloud,internal,53,udp,high,port_scan,1,92,320,0,1
auth,external,8080,udp,medium,normal,1,233,2602,1,0
cloud,external,80,tcp,high,malware,2,272,7875,0,1
firewall,internal,21,udp,medium,malware,4,123,5973,0,1
auth,internal,3389,tcp,low,normal,3,34,565,0,0
cloud,external,22,tcp,high,bruteforce,36,236,17054,1,1
auth,external,3306,udp,medium,bruteforce,28,10,340,0,1
ids,internal,22,tcp,medium,normal,1,83,9752,1,0
auth,external,25,tcp,high,normal,2,34,390,1,1
cloud,external,443,tcp,high,bruteforce,38,151,15713,0,1
auth,internal,53,tcp,high,bruteforce,16,4,244,1,1
firewall,external,21,tcp,high,normal,4,16,1904,0,1
auth,internal,80,udp,low,normal,2,22,630,0,0
cloud,internal,5432,tcp,medium,normal,1,143,2171,0,0
ids,internal,22,tcp,low,normal,4,92,20246,0,0
auth,internal,22,tcp,low,normal,0,1160,5904,0,0
ids,internal,443,tcp,low,normal,4,26,585,0,0
auth,external,3306,tcp,low,normal,1,266,2912,0,0
auth,internal,5432,udp,low,normal,1,533,2612,0,0
ids,external,3389,udp,low,normal,1,51,2402,0,0
ids,external,5432,tcp,low,normal,2,318,8132,0,0
auth,internal,53,tcp,medium,normal,1,309,6959,1,0
ids,internal,8080,tcp,low,normal,1,274,3419,0,0
ids,internal,22,tcp,medium,normal,4,99,6524,1,0
cloud,internal,80,tcp,medium,bruteforce,14,705,1598,0,1
firewall,internal,21,tcp,low,normal,1,83,692,0,0
firewall,internal,25,udp,low,normal,3,343,1389,1,0
cloud,internal,5432,tcp,high,malware,1,154,549,0,1
ids,internal,53,udp,low,normal,3,724,4268,0,0
firewall,internal,22,udp,low,normal,6,659,10889,0,0
auth,external,80,tcp,low,normal,0,82,2759,1,1
auth,internal,5432,udp,low,normal,2,166,2298,0,0
cloud,internal,443,tcp,medium,normal,4,35,4205,1,0
cloud,internal,22,tcp,high,bruteforce,38,182,102,0,1
auth,internal,53,tcp,high,bruteforce,34,23,4818,0,1
ids,external,21,tcp,medium,malware,1,472,13401,0,1
ids,internal,22,tcp,low,normal,4,558,2731,0,0
firewall,internal,80,tcp,medium,malware,1,397,17013,0,1
ids,internal,22,tcp,medium,normal,2,309,6276,1,0
auth,internal,8080,udp,high,normal,1,277,19131,0,1
auth,internal,21,tcp,high,bruteforce,38,147,14640,0,1
ids,internal,80,tcp,low,normal,2,8,5420,0,0
cloud,internal,25,tcp,high,malware,0,1,19065,1,1
ids,internal,443,tcp,low,normal,1,418,1142,0,0
firewall,external,443,tcp,medium,normal,3,715,8057,0,1
auth,internal,8080,tcp,low,normal,2,146,776,0,0
firewall,internal,80,tcp,low,normal,2,957,12836,0,0
firewall,external,80,tcp,medium,normal,3,98,3270,1,1
ids,external,80,tcp,medium,normal,0,665,10668,0,1
firewall,external,3306,tcp,high,bruteforce,23,45,6734,0,1
auth,external,21,tcp,high,normal,3,155,4241,0,1
cloud,internal,25,tcp,low,normal,2,222,2760,0,0
firewall,internal,53,tcp,high,normal,1,443,5638,0,1
firewall,external,3389,tcp,low,normal,0,425,1297,1,0
auth,external,5432,tcp,high,bruteforce,39,244,3804,0,1
cloud,internal,22,tcp,low,normal,4,273,30044,1,0
ids,internal,25,tcp,low,normal,3,129,3292,1,0
firewall,external,5432,tcp,high,bruteforce,17,445,4548,0,1
auth,internal,3389,tcp,medium,malware,3,239,48729,0,1
auth,external,8080,udp,low,normal,4,1074,16211,0,0
ids,internal,21,tcp,low,normal,4,497,8743,0,0
auth,external,23,tcp,medium,port_scan,2,170,2216,0,1
ids,internal,3389,tcp,high,malware,0,179,1752,0,1
firewall,internal,22,tcp,high,port_scan,3,641,1818,1,1
firewall,internal,25,tcp,high,malware,1,311,43923,0,1
cloud,internal,5432,tcp,high,normal,0,0,1812,0,1
firewall,internal,80,tcp,high,normal,0,343,4729,0,1
ids,external,3389,tcp,low,normal,2,183,7422,0,0
ids,internal,25,tcp,low,normal,0,199,85,1,0
cloud,internal,8080,udp,low,normal,1,415,3567,1,0
ids,internal,53,tcp,low,normal,4,26,11116,0,0
firewall,external,22,tcp,high,port_scan,2,730,3057,0,1
ids,internal,21,tcp,high,bruteforce,35,156,8442,0,1
auth,external,80,tcp,low,normal,1,586,1381,1,1
firewall,external,443,udp,medium,normal,0,188,13392,0,1
firewall,external,22,udp,low,normal,2,826,3134,1,1
firewall,internal,3306,tcp,high,bruteforce,20,272,2594,0,1
cloud,external,3306,tcp,low,normal,3,82,10301,0,0
firewall,internal,53,udp,low,normal,5,185,1693,0,0
auth,internal,80,tcp,low,normal,2,134,540,1,0
cloud,internal,3306,tcp,high,bruteforce,11,672,1378,1,1
cloud,internal,5432,udp,low,normal,1,143,6020,0,0
firewall,internal,21,udp,low,normal,3,254,2468,0,0
cloud,internal,80,tcp,high,normal,1,46,13846,0,1
ids,internal,53,tcp,low,normal,5,2109,361,0,0
firewall,internal,21,tcp,low,normal,1,927,9016,1,0
cloud,external,21,tcp,high,malware,3,84,4161,1,1
ids,external,3306,udp,low,normal,1,35,1155,0,0
ids,external,5432,tcp,low,normal,2,247,3467,0,0
firewall,internal,8080,tcp,high,malware,2,329,10707,0,1
auth,internal,5432,tcp,medium,normal,1,54,1696,1,0
firewall,internal,5432,tcp,high,normal,1,648,2925,0,1
auth,internal,8080,tcp,low,normal,3,229,6010,0,0
cloud,external,8080,udp,low,normal,0,115,3105,0,0
auth,internal,80,udp,low,normal,1,334,1005,0,0
ids,external,53,tcp,low,normal,2,127,387,1,1
cloud,external,5432,udp,medium,bruteforce,19,60,3583,0,1
ids,external,25,tcp,low,normal,3,183,2290,1,1
ids,external,21,udp,low,normal,1,76,7423,0,1
ids,internal,5432,udp,medium,normal,1,850,701,0,0
firewall,internal,80,tcp,low,normal,0,138,23162,0,0
ids,external,8080,tcp,medium,normal,5,11,9487,0,0
ids,internal,80,tcp,low,normal,0,498,1550,1,0
firewall,internal,3389,tcp,low,normal,1,448,13826,0,0
ids,internal,80,udp,medium,bruteforce,31,56,900,0,1
auth,external,5432,udp,medium,bruteforce,36,185,13250,1,1
cloud,internal,3306,tcp,medium,normal,1,200,2292,1,0
auth,external,8080,tcp,low,normal,1,97,4126,0,0
ids,internal,443,udp,high,port_scan,1,59,730,0,1
ids,external,22,tcp,high,bruteforce,20,106,4849,0,1
cloud,external,53,tcp,high,port_scan,1,883,2833,0,1
ids,internal,80,tcp,medium,port_scan,2,167,977,0,1
cloud,internal,8080,tcp,low,normal,1,251,10127,0,0
ids,external,22,tcp,low,normal,0,578,4184,1,1
cloud,external,21,tcp,high,port_scan,2,84,1107,1,1
firewall,external,5432,tcp,medium,normal,2,2,16666,0,0
firewall,internal,22,tcp,medium,normal,1,260,6875,1,0
auth,internal,80,tcp,low,normal,0,1703,337,0,0
firewall,internal,5432,tcp,medium,normal,2,506,678,1,0
firewall,internal,22,tcp,medium,normal,2,70,9522,0,0
firewall,external,8080,tcp,low,normal,1,371,372,0,0
auth,internal,21,tcp,high,normal,0,281,3544,0,1
ids,external,443,tcp,low,normal,3,631,949,0,1
ids,internal,21,tcp,medium,normal,1,389,2595,0,0
firewall,internal,21,tcp,medium,malware,2,198,2895,1,1
ids,external,22,tcp,high,bruteforce,30,72,734,0,1
auth,external,443,tcp,medium,normal,2,139,1182,0,1
ids,external,80,tcp,low,normal,1,374,25178,0,1
firewall,external,23,tcp,high,port_scan,1,208,1780,1,1
ids,external,53,tcp,high,bruteforce,11,474,25599,0,1
firewall,external,3306,tcp,high,normal,1,115,5664,0,1
ids,external,21,tcp,medium,normal,3,77,11723,0,1
ids,external,5432,tcp,medium,bruteforce,34,209,14,0,1
ids,internal,3389,tcp,low,normal,3,176,6892,0,0
cloud,external,53,tcp,high,port_scan,4,120,742,0,1
ids,internal,5432,tcp,low,normal,1,48,5607,0,0
auth,internal,3306,udp,low,normal,2,162,8811,1,0
ids,internal,53,tcp,high,bruteforce,37,107,2433,0,1
ids,external,443,tcp,medium,normal,0,262,2315,0,1
firewall,internal,21,tcp,low,normal,4,128,1339,0,0
firewall,external,22,tcp,medium,normal,3,15,531,1,1
cloud,internal,22,tcp,low,normal,2,659,1275,1,0
cloud,internal,53,tcp,medium,bruteforce,31,13,1307,0,1
auth,internal,3306,tcp,low,normal,2,392,15438,0,0
auth,internal,25,udp,high,normal,4,156,2481,0,1
firewall,external,25,tcp,low,normal,2,620,844,0,1
firewall,external,3389,tcp,medium,normal,2,621,3368,0,0
cloud,internal,8080,udp,medium,malware,5,23,2331,0,1
auth,internal,443,tcp,medium,normal,3,490,4059,0,0
firewall,internal,22,udp,medium,normal,1,13,5660,1,0
ids,external,443,tcp,high,bruteforce,33,48,8447,0,1
ids,internal,8080,tcp,medium,bruteforce,27,245,2647,1,1
cloud,internal,80,tcp,medium,malware,2,91,1320,1,1
firewall,internal,8080,tcp,low,normal,1,44,10526,1,0
firewall,external,22,tcp,high,normal,5,16,17,0,1
ids,internal,53,udp,high,bruteforce,38,69,5322,1,1
cloud,internal,3306,tcp,high,bruteforce,17,957,3252,0,1
ids,external,5432,tcp,low,normal,2,10,14057,0,0
cloud,external,80,tcp,low,normal,1,275,7533,0,1
ids,external,5432,tcp,low,normal,4,139,9914,0,0
cloud,internal,5432,tcp,high,malware,1,119,78192,0,1
auth,internal,25,tcp,medium,bruteforce,27,70,1814,0,1
ids,external,25,tcp,medium,normal,0,5,5064,1,1
firewall,internal,3306,tcp,low,normal,3,755,2284,0,0
firewall,internal,22,tcp,medium,normal,1,269,10238,1,0
ids,internal,443,tcp,medium,normal,2,271,4501,0,0
cloud,external,443,tcp,low,normal,1,12,1241,0,1
firewall,external,5432,tcp,medium,normal,2,716,800,0,0
firewall,external,8080,tcp,high,normal,1,55,3187,1,1
ids,internal,8080,udp,low,normal,6,544,4054,0,0
firewall,internal,22,tcp,medium,normal,3,266,239,0,0
cloud,internal,3389,tcp,low,normal,3,62,1923,0,0
firewall,internal,5432,tcp,low,normal,4,277,17155,0,0
cloud,external,22,tcp,medium,normal,3,157,3326,1,1
cloud,internal,8080,tcp,medium,normal,1,1265,676,0,0
ids,internal,80,udp,low,normal,2,1216,1773,0,0
ids,external,80,tcp,high,port_scan,1,98,2892,1,1
cloud,internal,25,udp,medium,normal,4,939,7225,0,0
firewall,external,3306,udp,medium,normal,4,293,9704,0,0
ids,external,21,tcp,low,normal,4,388,9472,1,1
ids,external,53,tcp,high,port_scan,1,120,679,0,1
firewall,external,3389,tcp,medium,normal,1,564,171,1,0
auth,external,8080,tcp,medium,normal,1,530,3584,0,0
ids,internal,25,udp,low,normal,2,1898,3970,1,0
ids,internal,5432,tcp,low,normal,5,230,2058,1,0
cloud,external,5432,tcp,low,normal,1,92,1672,0,0
auth,internal,3306,tcp,medium,normal,2,136,10786,0,0
firewall,external,21,tcp,high,port_scan,3,140,20002,1,1
auth,internal,443,tcp,high,normal,4,467,7998,0,1
firewall,internal,8080,tcp,low,normal,4,245,1506,0,0
auth,internal,5432,tcp,medium,normal,3,5,2037,0,0
firewall,internal,8080,tcp,low,normal,0,88,502,0,0
ids,external,25,tcp,low,normal,3,308,11294,0,1
auth,external,21,tcp,medium,port_scan,1,131,8459,0,1
firewall,internal,8080,tcp,low,normal,1,160,5695,0,0
cloud,external,443,udp,low,normal,2,81,1570,0,1
firewall,internal,443,udp,medium,bruteforce,19,162,7742,0,1
cloud,external,3389,tcp,low,normal,1,306,8197,0,0
cloud,external,53,udp,low,normal,2,95,15152,0,1
ids,internal,5432,udp,medium,normal,4,233,2645,0,0
auth,internal,21,tcp,medium,port_scan,1,399,2770,0,1
firewall,external,3306,udp,medium,malware,3,46,6057,0,1
cloud,external,25,tcp,high,malware,1,37,29283,0,1
firewall,external,3389,tcp,medium,normal,1,1004,2450,0,0
auth,external,3306,udp,high,normal,1,51,13424,0,1
firewall,external,8080,tcp,low,normal,0,284,10275,0,0
ids,internal,3389,tcp,low,normal,0,97,10752,0,0
ids,external,80,tcp,high,bruteforce,36,189,11849,0,1
firewall,internal,21,tcp,high,bruteforce,13,645,3153,0,1
auth,internal,80,tcp,high,port_scan,6,629,1021,0,1
auth,external,53,tcp,high,bruteforce,28,4,5895,0,1
auth,internal,80,tcp,low,normal,2,725,7694,0,0
ids,internal,53,udp,high,normal,2,65,7504,0,1
firewall,external,21,tcp,low,normal,2,487,3904,0,1
ids,internal,53,udp,high,port_scan,2,568,846,0,1
cloud,external,443,udp,high,port_scan,0,649,6153,0,1
cloud,external,22,tcp,medium,port_scan,3,195,5846,0,1
firewall,internal,443,tcp,low,normal,1,168,1262,1,0
ids,internal,5432,udp,low,normal,2,901,804,1,0
ids,external,3389,tcp,medium,normal,1,345,1662,1,0
auth,internal,80,tcp,low,normal,0,107,3290,1,0
auth,internal,3306,tcp,medium,bruteforce,11,1067,273,1,1
auth,external,53,udp,low,normal,2,116,3829,0,1
ids,external,5432,tcp,low,normal,3,96,212,0,0
auth,internal,21,tcp,low,normal,2,19,451,1,0
auth,external,5432,udp,medium,bruteforce,14,499,157,0,1
firewall,external,8080,tcp,low,normal,1,141,13864,1,0
firewall,internal,53,udp,low,normal,2,195,14240,0,0
ids,external,53,tcp,medium,normal,1,253,133,0,1
firewall,internal,25,tcp,low,normal,0,352,10761,0,0
cloud,internal,3306,tcp,high,normal,1,98,1114,0,1
firewall,external,53,tcp,low,normal,0,1180,13448,0,1
cloud,external,21,tcp,low,normal,1,10,244,0,1
firewall,internal,22,tcp,low,normal,1,47,5665,1,0
ids,external,22,tcp,high,bruteforce,31,208,2076,0,1
firewall,internal,8080,tcp,low,normal,1,643,11525,0,0
firewall,internal,22,udp,medium,bruteforce,26,124,933,1,1
firewall,internal,80,tcp,low,normal,2,306,2860,1,0
ids,internal,8080,udp,low,normal,3,328,1529,1,0
firewall,internal,3389,tcp,high,bruteforce,40,759,5189,0,1
ids,external,3389,tcp,low,normal,1,143,592,0,0
ids,internal,8080,tcp,low,normal,4,1341,4040,0,0
firewall,internal,25,tcp,medium,normal,0,58,9583,0,0
firewall,external,80,tcp,medium,bruteforce,29,376,22698,1,1
cloud,internal,21,udp,high,bruteforce,37,171,7016,1,1
firewall,external,80,tcp,medium,bruteforce,35,26,4870,0,1
auth,internal,22,tcp,high,port_scan,2,312,961,1,1
firewall,internal,22,tcp,medium,port_scan,0,97,4173,0,1
auth,external,5432,tcp,low,normal,3,367,199,0,0
ids,internal,443,tcp,high,normal,4,27,2834,0,1
cloud,internal,22,tcp,high,malware,1,219,8865,1,1
firewall,internal,8080,tcp,low,normal,1,159,19758,1,0
cloud,internal,22,tcp,high,malware,2,266,5163,0,1
firewall,external,25,tcp,medium,bruteforce,12,28,2014,0,1
ids,internal,22,tcp,medium,normal,3,285,2635,0,0
auth,internal,21,udp,low,normal,1,41,3569,1,0
ids,internal,3389,tcp,medium,malware,0,240,14754,1,1
firewall,internal,3389,udp,low,normal,3,3,8732,0,0
ids,external,80,tcp,high,bruteforce,26,133,4326,1,1
auth,external,80,tcp,low,normal,0,277,5815,1,1
cloud,internal,3389,udp,medium,normal,4,71,6782,1,0
firewall,internal,5432,tcp,low,normal,2,67,9900,0,0
cloud,internal,5432,tcp,low,normal,2,111,9659,0,0
firewall,internal,80,udp,medium,normal,0,0,5492,0,0
firewall,internal,8080,tcp,high,malware,3,104,11163,0,1
cloud,internal,25,tcp,medium,normal,5,92,1427,0,0
cloud,external,21,udp,low,normal,4,197,5161,0,1
auth,internal,5432,tcp,medium,bruteforce,28,239,13449,0,1
ids,external,53,tcp,low,normal,2,78,3984,0,1
firewall,internal,3389,udp,low,normal,3,200,1833,0,0
ids,external,3306,tcp,medium,bruteforce,39,158,1252,1,1
firewall,external,22,tcp,high,port_scan,3,11,6772,1,1
firewall,internal,25,tcp,medium,bruteforce,28,102,4,0,1
cloud,external,3389,tcp,low,normal,2,395,7268,0,0
cloud,internal,22,tcp,medium,normal,0,583,2969,0,0
firewall,external,3389,udp,high,normal,1,747,18223,0,1
ids,external,21,tcp,medium,normal,1,67,7088,0,1
cloud,internal,5432,tcp,high,normal,0,117,9183,1,1
ids,external,21,udp,high,port_scan,3,742,3966,1,1
auth,internal,5432,tcp,medium,malware,2,162,16326,0,1
ids,internal,3306,tcp,low,normal,1,46,337,0,0
firewall,internal,22,tcp,low,normal,1,250,3550,0,0
cloud,internal,8080,tcp,low,normal,2,130,355,0,0
ids,external,5432,udp,high,malware,4,846,2379,0,1
firewall,internal,3389,tcp,low,normal,2,13,13377,0,0
firewall,external,5432,udp,low,normal,1,0,1156,0,0
cloud,internal,3306,tcp,high,malware,3,445,5361,0,1
cloud,external,80,tcp,low,normal,3,689,72,0,1
ids,internal,25,tcp,low,normal,0,4,1423,0,0
ids,internal,443,tcp,high,port_scan,2,18,25114,1,1
auth,external,21,tcp,medium,normal,2,548,10964,0,1
firewall,external,443,tcp,low,normal,1,714,12550,0,1
auth,external,8080,tcp,high,normal,2,258,11410,1,1
ids,internal,3306,tcp,medium,normal,4,108,3400,1,0
ids,internal,8080,tcp,low,normal,1,53,3246,0,0
auth,internal,21,tcp,high,bruteforce,39,54,1967,0,1
ids,internal,22,tcp,high,bruteforce,22,2,2925,1,1
cloud,internal,5432,udp,low,normal,3,302,10480,1,0
ids,internal,53,tcp,low,normal,3,279,110,0,0
ids,internal,80,udp,low,normal,2,197,4164,1,0
cloud,external,5432,tcp,high,bruteforce,34,139,10567,0,1
firewall,external,443,udp,high,bruteforce,24,442,4913,0,1
auth,internal,53,tcp,high,bruteforce,18,52,248,1,1
ids,internal,80,tcp,low,normal,2,388,4152,0,0
auth,internal,22,udp,high,port_scan,3,386,6497,0,1
auth,internal,5432,tcp,medium,bruteforce,12,586,3295,1,1
firewall,external,25,tcp,high,normal,3,892,1198,1,1
cloud,external,22,tcp,medium,normal,2,913,12648,0,1
auth,external,3306,tcp,medium,normal,3,168,18128,1,0
firewall,internal,3306,tcp,medium,normal,2,467,2476,0,0
firewall,external,21,tcp,high,bruteforce,29,103,3358,0,1
firewall,internal,25,udp,low,normal,1,563,7483,0,0
ids,external,8080,tcp,low,normal,1,130,12639,0,0
firewall,internal,25,tcp,high,bruteforce,26,106,767,0,1
firewall,internal,25,tcp,low,normal,0,61,854,1,0
firewall,internal,53,tcp,medium,port_scan,2,2,3488,0,1
auth,internal,443,tcp,high,bruteforce,25,27,850,0,1
firewall,internal,3389,tcp,low,normal,4,203,3093,1,0
cloud,external,5432,tcp,low,normal,2,3,3570,1,0
ids,internal,53,tcp,low,normal,2,570,5123,0,0
firewall,external,80,udp,high,bruteforce,38,295,6890,1,1
auth,external,5432,tcp,medium,normal,1,51,10255,1,0
firewall,external,25,tcp,medium,normal,4,262,1674,0,1
firewall,internal,21,tcp,low,normal,2,138,2125,0,0
ids,external,25,tcp,low,normal,4,228,557,0,1
firewall,internal,25,tcp,high,normal,1,111,13379,0,1
ids,internal,21,tcp,medium,normal,2,328,4298,0,0
cloud,external,22,tcp,medium,normal,1,6,136,0,1
firewall,internal,22,udp,high,port_scan,3,362,612,1,1
cloud,external,22,tcp,medium,normal,0,3,1592,1,1
auth,internal,8080,tcp,medium,normal,1,41,10134,0,0
firewall,internal,80,tcp,high,bruteforce,24,896,10584,0,1
firewall,internal,25,tcp,medium,port_scan,1,311,476,0,1
cloud,external,5432,tcp,medium,normal,1,211,3328,0,0
cloud,external,3389,tcp,medium,normal,2,81,1092,0,0
ids,internal,3389,tcp,medium,normal,4,1192,10579,1,0
firewall,internal,53,tcp,medium,normal,2,585,10269,1,0
firewall,internal,443,tcp,low,normal,3,342,3431,0,0
ids,internal,8080,tcp,low,normal,2,372,2631,1,0
firewall,external,22,tcp,medium,port_scan,3,439,1074,0,1
cloud,external,3389,tcp,medium,normal,1,268,8015,0,0
firewall,external,25,tcp,high,normal,1,361,1643,1,1
auth,internal,3306,tcp,low,normal,2,575,4508,1,0
auth,internal,443,tcp,high,port_scan,0,140,60,0,1
firewall,internal,21,tcp,low,normal,3,3,607,1,0
ids,internal,23,udp,medium,port_scan,5,361,4172,0,1
auth,internal,8080,udp,medium,malware,1,816,29508,0,1
cloud,external,21,tcp,high,normal,0,184,5571,0,1
auth,internal,3306,tcp,low,normal,2,425,8848,0,0
ids,internal,25,tcp,low,normal,3,14,3497,0,0
ids,internal,5432,tcp,low,normal,2,90,22504,1,0
ids,external,443,tcp,low,normal,0,12,5413,0,1
firewall,external,53,tcp,low,normal,1,456,2478,0,1
auth,internal,80,tcp,high,malware,3,76,10032,0,1
ids,external,25,tcp,high,normal,1,73,19913,0,1
cloud,internal,5432,tcp,high,malware,0,147,8595,1,1
firewall,internal,53,tcp,medium,port_scan,0,37,1749,0,1
auth,internal,5432,tcp,low,normal,1,182,2424,0,0
cloud,internal,5432,tcp,low,normal,4,628,5772,0,0
ids,internal,8080,tcp,high,malware,2,73,53073,1,1
cloud,external,3389,tcp,low,normal,1,35,5585,0,0
ids,internal,3389,tcp,low,normal,0,105,429,0,0
firewall,internal,21,udp,low,normal,0,177,23299,0,0
cloud,internal,5432,tcp,high,bruteforce,37,98,18059,0,1
cloud,external,443,udp,low,normal,0,354,8244,0,1
firewall,external,53,tcp,medium,normal,1,436,8981,0,1
firewall,internal,3306,tcp,high,bruteforce,39,351,296,0,1
auth,internal,80,tcp,high,normal,3,269,17058,0,1
cloud,internal,22,tcp,high,port_scan,0,202,1997,0,1
ids,internal,3389,tcp,low,normal,4,302,10386,0,0
cloud,internal,21,tcp,medium,normal,3,960,1473,1,0
firewall,internal,22,tcp,medium,bruteforce,38,29,3257,1,1
firewall,external,443,tcp,medium,normal,0,414,4054,1,1
firewall,internal,3306,udp,low,normal,1,13,3150,1,0
firewall,external,3389,udp,medium,bruteforce,33,1234,4382,0,1
cloud,external,3306,tcp,low,normal,4,137,14391,0,0
firewall,internal,25,udp,low,normal,1,209,2816,0,0
cloud,external,80,tcp,high,bruteforce,35,34,8324,1,1
ids,internal,443,udp,medium,bruteforce,12,697,10874,1,1
auth,external,443,tcp,medium,bruteforce,35,134,19970,1,1
cloud,internal,80,udp,low,normal,1,422,2141,0,0
auth,internal,21,tcp,low,normal,0,281,343,0,0
auth,internal,5432,tcp,low,normal,3,128,1002,0,0
firewall,internal,23,tcp,high,port_scan,3,970,1648,1,1
